bookID,title,series,primary_author,all_authors,average_rating,ratings_count,text_reviews_count,isbn,isbn13,num_pages,publication_date,publisher,language,book_age,rating_popularity_score
38723,The Feminine Mystique,,Betty Friedan,"['Betty Friedan', 'Anna Quindlen']",3.86,10108,650,0393322572,9780393322576,592,2001-09-17,W. W. Norton,English,24,35.59376018529466
38724,"Betty Friedan and the Making of ""The Feminine Mystique"": The American Left  the Cold War  and Modern Feminism",,Daniel Horowitz,['Daniel Horowitz'],3.59,58,6,1558492763,9781558492769,384,2000-09-27,University Of Massachusetts,English,25,14.638359423621534
38735,James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,,James Herriot,"['James Herriot', 'Ruth Brown', 'Peter Barrett']",4.45,10128,245,0312085125,9780312085124,260,1992-09-01,St. Martin'S,English,33,41.043052546806244
38736,James Herriot's Dog Stories,,James Herriot,"['James Herriot', 'Victor G. Ambrus']",4.4,5692,214,0312364520,9780312364526,464,2006-11-14,St. Martin'S Griffin,English,19,38.04676756738476
38739,The Lord God Made Them All,,James Herriot,['James Herriot'],4.42,12580,197,0312966202,9780312966201,373,1998-09-15,St. Martin'S Paperbacks,English,27,41.724548141112
38746,Who Was Mark Twain?,,April Jones Prince,"['April Jones Prince', 'Nancy Harrison', ""John   O'Brien""]",4.16,529,56,0448433192,9780448433196,112,2004-05-24,Grosset & Dunlap,English,21,26.095168347232057
38747,Roughing It,,Mark Twain,"['Mark Twain', 'Henry B. Wonham']",3.89,5846,494,0743436504,9780743436502,560,2003-04-29,Pocket,English,22,33.74063071400336
38750,The Complete Essays of Mark Twain,,Mark Twain,"['Mark Twain', 'Charles Neider']",4.33,195,15,0306809575,9780306809576,732,2000-11-02,Da Capo,English,25,22.854236474468138
38752,Death of a Salesman,,Arthur  Miller,['Arthur  Miller'],3.51,1223,104,0670261556,9780670261550,139,1949-05-18,Viking,English,76,24.95567691538367
38755,The Portable Arthur Miller,,Arthur  Miller,"['Arthur  Miller', 'Harold Clurman', 'Christopher Bigsby']",4.21,232,6,0142437557,9780142437551,575,2003-07-29,Penguin,English,22,22.948871889511597
38761,Incident at Vichy,,Arthur  Miller,['Arthur  Miller'],3.96,686,54,0140481931,9780140481938,80,1985-04-02,Penguin,English,40,25.868043797200503
38769,Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Masters,,MaryAnn F. Kohl,"['MaryAnn F. Kohl', 'Kim Solga', 'Rebecca Van Slyke']",4.24,400,29,0935607099,9780935607093,144,1997-05-01,Chicago Review,English,28,25.414396451779854
38773,The Portable Thomas Jefferson,,Thomas Jefferson,"['Thomas Jefferson', 'Merrill D. Peterson']",4.05,171,6,0140150803,9780140150803,589,1977-10-27,Penguin Classics,English,48,20.847352631094484
38775,Autobiography of Thomas Jefferson,,Thomas Jefferson,['Thomas Jefferson'],3.89,696,34,0486442896,9780486442891,112,2005-06-03,Dover Publications,English,20,25.46699524785844
38787,Pedro Páramo,,Juan Rulfo,"['Juan Rulfo', 'Margaret Sayers Peden', 'Susan Sontag']",4.05,28102,1511,0802133908,9780802133908,128,1994-03-10,Grove,English,31,41.4867080253157
38803,Laughter and Tears: A Family's Journey to Understanding the Autism Spectrum,,Ann Hewetson,['Ann Hewetson'],4.0,4,1,1843103311,9781843103318,224,2005-01-15,Jessica Kingsley Publishers,English,20,6.437751649736401
38804,The Irish Anatomist: A Study of Flann O'Brien,,Keith Donohue,['Keith Donohue'],5.0,1,0,1930901356,9781930901353,222,2003-07-25,Academica,English,22,3.4657359027997265
38827,1599: A Year in the Life of William Shakespeare,,James Shapiro,['James Shapiro'],4.09,34,6,0571214800,9780571214808,429,2005-09-01,Faber & Faber,English,20,14.5413735714917
38830,Stranger from the Past,,Penny Jordan,['Penny Jordan'],3.23,29,7,0373115997,9780373115990,224,1993-09-24,Harlequin Presents,English,32,10.985867542768762
38835,The Olive Farm: A Memoir of Life  Love  and Olive Oil in the South of France,,Carol Drinkwater,['Carol Drinkwater'],3.81,3269,174,0142001309,9780142001301,336,2002-06-25,Penguin,English,23,30.83259745542585
38874,The Sling and the Stone: On War in the 21st Century,,Thomas X. Hammes,['Thomas X. Hammes'],3.89,698,36,0760324077,9780760324073,336,2006-02-17,Zenith,English,19,25.478141387289522
38892,Mistletoe,,Hailey Abbott,"['Hailey Abbott', 'Melissa de la Cruz', 'Aimee Friedman', 'Nina Malkin']",3.41,541,57,0439863686,9780439863681,222,2006-10-01,Scholastic Paperbacks,English,19,21.466857064909195
38898,The Guide to Hollywood and Beverly Hills,,Charles Lockwood,['Charles Lockwood'],4.33,3,0,0517550369,9780517550366,174,1984-01-16,Random House Value,English,41,6.002654583649126
38905,Follow Your Heart's Vegetarian Soup Cookbook,,Janice Cook Migliaccio,['Janice Cook Migliaccio'],3.47,15,1,0880071311,9780880071314,127,1983-12-31,Woodbridge Press Publishing,English,42,9.62088286617204
38911,Your Best Friend's Boyfriend,Follow Your Heart  #1,J.E. Bright,['J.E. Bright'],3.34,49,5,0439791405,9780439791403,240,2006-01-01,Scholastic Paperbacks,English,19,13.066156838130008
38913,Follow Your Heart,,Susanna Tamaro,"['Susanna Tamaro', 'John T. Cullen']",3.59,3294,213,0385316577,9780385316576,208,1996-08-01,Delta,English,29,29.079579594502416
38917,Naughty Little Secret,,Shayla Black,"['Shayla Black', 'Shelley Bradley']",3.73,2323,161,1599982935,9781599982939,212,2006-08-01,Samhain,English,19,28.91139829003482
38918,No Accident,Little Secrets  #2,Emily Blake,['Emily Blake'],4.16,324,16,0439829135,9780439829137,160,2006-05-01,Scholastic Paperbacks,English,19,24.060712758491707
38924,Dirty Little Secrets,Marisela Morales/Dirty #1,Julie Leto,['Julie Leto'],3.58,444,51,1416501622,9781416501626,352,2005-05-31,Gallery,English,20,21.83110593015514
38928,Three Little Secrets,MacLachlan Family  #4,Liz Carlyle,['Liz Carlyle'],3.84,1181,50,0743496124,9780743496124,384,2006-04-01,Pocket Star,English,19,27.167858680189607
38936,Lori's Little Secret,Bravo Family  #15,Christine Rimmer,['Christine Rimmer'],3.76,101,6,0373246838,9780373246830,248,2005-05-01,Silhouette,English,20,17.389897777948857
38951,The Day My Butt Went Psycho,,Andy Griffiths,"['Andy Griffiths', 'Miles Thompson']",3.73,1853,232,0439424690,9780439424691,220,2003-04-01,Scholastic,English,22,28.068625783049235
38955,Just Disgusting!,,Andy Griffiths,"['Andy Griffiths', 'Terry Denton']",3.83,70,3,0330363689,9780330363686,180,2002-08-01,Pan Australia,English,23,16.326063929068237
38970,Thorn in Her Side,The Princess School  #7,Jane B. Mason,"['Jane B. Mason', 'Sarah Hines Stephens']",3.88,214,8,0439798736,9780439798730,144,2006-01-01,Scholastic Paperbacks,English,19,20.83807554913533
38980,The Princess Diaries,The Princess Diaries  #1,Meg Cabot,['Meg Cabot'],3.78,216359,4137,0613371658,9780613371650,283,2001-07-01,Turtleback,English,24,46.43616209142467
38990,Fun Home: A Family Tragicomic,,Alison Bechdel,['Alison Bechdel'],4.08,48966,3928,0618477942,9780618477944,240,2006-06-08,Houghton Mifflin,English,19,44.05951967375633
38992,Second Home: Finding Your Place in the Fun,Better Homes and Gardens,Denny Caringer,"['Denny Caringer', 'Better Homes and Gardens']",3.83,6,1,0696211521,9780696211522,216,2000-10-15,Better Homes And Gardens,English,25,7.45283587088185
39000,Six Frigates: The Epic History of the Founding of the U. S. Navy,,Ian W. Toll,['Ian W. Toll'],4.32,3966,322,0393058476,9780393058475,560,2006-10-17,W. W. Norton,English,19,35.79450661662191
39001,Power  Sex  Suicide: Mitochondria and the Meaning of Life,,Nick Lane,['Nick Lane'],4.24,2221,151,0199205647,9780199205646,354,2006-12-01,Oxford University Press  Usa,English,19,32.6741309936462
39004,Die Tagebücher einer Nanny,,Emma McLaughlin,"['Emma McLaughlin', 'Nicola Kraus']",3.42,38,2,3442545536,9783442545537,344,2003-02-01,Goldmann,German,22,12.52938082976339
39020,1491: New Revelations of the Americas Before Columbus,,Charles C. Mann,['Charles C. Mann'],4.02,56290,3238,1400032059,9781400032051,541,2006-10-10,Vintage,English,19,43.971925572649134
39022,Saint Ignatius Loyola: The Pilgrim Years 1491-1538,,James Brodrick,['James Brodrick'],4.09,11,1,0898706831,9780898706833,350,1998-11-01,Ignatius,English,27,10.16326819763292
39026,Deep Storm,Jeremy Logan  #1,Lincoln Child,['Lincoln Child'],3.87,21502,801,0385515502,9780385515504,370,2007-03-15,Doubleday,English,18,38.60691775095705
39027,Death Match,,Lincoln Child,['Lincoln Child'],3.79,8699,410,0307275566,9780307275561,388,2006-10-31,Anchor,English,19,34.37938677459574
39028,The Wheel of Darkness,Pendergast  #8,Douglas Preston,"['Douglas Preston', 'Lincoln Child']",3.93,21797,1002,0446580287,9780446580281,388,2007-08-28,Grand Central,English,18,39.259023860695585
39030,Reliquary,Pendergast  #2,Douglas Preston,"['Douglas Preston', 'Lincoln Child']",4.01,32325,1044,0765354950,9780765354952,464,2005-08-01,Tor,English,20,41.63834482726871
39031,The Cabinet of Curiosities,Pendergast  #3,Douglas Preston,"['Douglas Preston', 'Lincoln Child']",4.25,34650,1722,0446611239,9780446611237,629,2003-06-01,Warner,English,22,44.42559792297948
39033,Still Life With Crows,Pendergast  #4,Douglas Preston,"['Douglas Preston', 'Lincoln Child']",4.18,26865,1228,0446612766,9780446612760,564,2004-07-01,Grand Central,English,21,42.63021833110396
39035,Dancing on His Grave: A True Story of Survival and Triumph,,Barbara Richard,['Barbara Richard'],3.76,16,4,1412086531,9781412086530,296,2006-06-05,Trafford,English,19,10.652882173651372
39045,I Don't Know How She Does It,Kate Reddy  #1,Allison Pearson,['Allison Pearson'],3.33,16763,1420,0375713751,9780375713750,368,2003-08-26,Anchor,English,22,32.39087340011972
39046,I Don't Know How She Does It,Kate Reddy  #1,Allison Pearson,['Allison Pearson'],3.33,214,25,0099428385,9780099428381,368,2003-05-01,Vintage,English,22,17.884224633665116
39077,The 21 Success Secrets of Self-Made Millionaires: How to Achieve Financial Independence Faster and Easier Than You Ever Thought Possible,,Brian Tracy,['Brian Tracy'],4.05,1627,88,1583762051,9781583762059,91,2000-11-13,Berrett-Koehler Publishers,English,25,29.950185563578064
39081,The Cake Book,,Tish Boyle,"['Tish Boyle', 'John Uher']",4.19,100,12,0471469335,9780471469339,384,2006-04-14,Houghton Mifflin Harcourt,English,19,19.33735496556488
39088,Grand Finales: A Modernist View of Plated Desserts,,Tish Boyle,"['Tish Boyle', 'Timothy Moriarty']",4.24,17,0,0471292516,9780471292517,288,1997-11-07,Wiley,English,28,12.255176253479739
39093,The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolution,,Sean B. Carroll,"['Sean B. Carroll', 'Jamie W. Carroll', 'Leanne M. Olds']",4.07,2611,105,0393061639,9780393061635,304,2006-10-17,W. W. Norton,English,19,32.02223696591303
39097,The Bride Finder,St. Leger  #1,Susan Carroll,['Susan Carroll'],3.84,1242,96,0449003884,9780449003886,416,1999-01-30,Ivy,English,26,27.36108707140113
39099,The Courtesan,The Dark Queen Saga  #2,Susan Carroll,['Susan Carroll'],3.9,2218,104,0345437977,9780345437976,560,2005-07-26,Ballantine,English,20,30.048766499437114
39101,Giovanni and Lusanna: Love and Marriage in Renaissance Florence,,Gene A. Brucker,['Gene A. Brucker'],3.57,268,25,0520244958,9780520244955,160,2004-12-14,University Of California,English,21,19.973119625178565
39102,The Collected Poetry  1968-1998,,Nikki Giovanni,"['Nikki Giovanni', 'Virginia C. Fowler']",4.42,1249,52,0060724293,9780060724290,512,2007-01-23,William Morrow,English,18,31.51857282990985
39103,Mozart's Don Giovanni,the Dover Opera Libretto Series,Wolfgang Amadeus Mozart,"['Wolfgang Amadeus Mozart', 'Lorenzo Da Ponte', 'Ellen H. Bleiler']",3.94,51,2,0486249441,9780486249445,128,1985-10-01,Dover Publications,English,40,15.567900251210824
39105,Love Poems,,Nikki Giovanni,['Nikki Giovanni'],4.26,1743,134,0688149898,9780688149895,96,1997-02-14,William Morrow,English,28,31.796369935037617
39141,Gale Gand's Short + Sweet : Quick Desserts with Eight Ingredients or Less,,Gale Gand,"['Gale Gand', 'Julia Moskin', 'Tim Turner']",3.71,24,4,1400047331,9781400047338,160,2004-01-13,Clarkson Potter/Publishers,English,21,11.942029310261024
39149,What Angels Fear,Sebastian St. Cyr  #1,C.S. Harris,['C.S. Harris'],3.89,10168,1077,0451219716,9780451219718,410,2006-10-03,Signet,English,19,35.893415716027526
39173,Breaking Free from Compulsive Eating,,Geneen Roth,['Geneen Roth'],4.01,182,12,0452270847,9780452270848,224,1993-09-01,Plume,English,32,20.8900394728941
39175,When Food Is Love: Exploring the Relationship Between Eating and Intimacy,,Geneen Roth,['Geneen Roth'],4.04,1536,134,0452268184,9780452268180,224,1992-07-01,Plume,English,33,29.64385448389593
39177,You're Born an Original  Don't Die a Copy!,,John Mason,['John Mason'],4.06,178,24,0884193551,9780884193555,120,1993-12-01,Insight International,English,32,21.060786371713462
39180,Orin Aoraiosaa: Songs for Selected Heads,,John    Mason,['John    Mason'],4.39,39,3,1881244067,9781881244066,450,1997-01-01,Yoruba Theological Archministry,English,28,16.19418080356018
39181,Guide to Stress Reduction,,L. John Mason,['L. John Mason'],4.22,9,1,1587610914,9781587610912,326,2001-05-22,Celestial Arts,English,24,9.716909092434873
39191,La máquina de follar,,Charles Bukowski,['Charles Bukowski'],3.92,951,85,8433920448,9788433920447,190,1995-07-01,Anagrama,Spanish,30,26.88557493638215
39201,Getting a Grip on the Basics: Building a Firm Foundation for the Victorious Christian Life,,Beth A. Jones,['Beth A. Jones'],4.67,9,0,1577948262,9781577948261,124,2006-05-01,Harrison House,English,19,10.753072384282195
39213,Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement,,Ann Bausum,['Ann Bausum'],3.98,254,57,0792241738,9780792241737,80,2005-12-27,National Geographic Children'S,English,20,22.054228909730533
39242,The Milagro Beanfield War,,John     Nichols,['John     Nichols'],4.1,9120,395,0805063749,9780805063745,456,2000-02-15,Holt Mcdougal,English,25,37.38517237733865
39245,The Magic Journey,,John     Nichols,['John     Nichols'],3.91,449,28,0805063390,9780805063394,528,2000-02-15,Holt Paperbacks,English,25,23.88715804860867
39286,Hide-and-Seek with Angels: The Life of J.M. Barrie,,Lisa Chaney,['Lisa Chaney'],3.91,66,11,0099453231,9780099453239,448,2006-05-16,Arrow,English,19,16.440348141818678
39302,The Hunted,Vampire Huntress  #3,L.A. Banks,['L.A. Banks'],4.14,2732,79,0312937725,9780312937720,565,2005-06-13,St. Martin'S Paperbacks,English,20,32.7604624697422
39304,The Forsaken,Vampire Huntress  #7,L.A. Banks,['L.A. Banks'],4.35,1878,36,0312352352,9780312352356,448,2006-06-27,St. Martin'S Griffin,English,19,32.79245324744857
39305,Minion,Vampire Huntress  #1,L.A. Banks,['L.A. Banks'],3.44,5531,493,0312987013,9780312987015,286,2004-05-04,St. Martin'S Paperback,English,21,29.646968143179194
39306,The Awakening,Vampire Huntress  #2,L.A. Banks,['L.A. Banks'],4.0,3173,133,0312987021,9780312987022,300,2004-12-28,St. Martin'S Paperbacks,English,21,32.250991604345415
39307,The Forbidden,Vampire Huntress  #5,L.A. Banks,['L.A. Banks'],4.27,2133,42,0312940025,9780312940027,490,2006-06-27,St. Martin'S Paperbacks,English,19,32.73276715404945
39308,The Damned,Vampire Huntress  #6,L.A. Banks,['L.A. Banks'],4.28,69,3,0312336241,9780312336240,487,2006-01-24,St. Martin'S Griffin,English,19,18.18355963597126
39309,The Damned,Vampire Huntress  #6,L.A. Banks,['L.A. Banks'],4.28,1993,38,0312934432,9780312934439,492,2007-01-02,St. Martin'S Paperbacks,English,18,32.51900322823324
39315,Katie's Big Move,Junior Gymnasts  #2,Teddy Slater,"['Teddy Slater', 'Wayne Alfano']",3.75,12,0,0590859986,9780590859981,77,1996-12-31,Scholastic,English,29,9.618560090480763
39317,Amanda's Unlucky Day,Junior Gymnasts  #6,Teddy Slater,"['Teddy Slater', 'Wayne Alfano']",3.5,6,1,0590959883,9780590959889,78,1997-12-31,Apple,English,28,6.810685521693596
39339,Beat That! Cookbook,,Ann Hodgman,['Ann Hodgman'],4.31,34,1,0395971780,9780395971789,208,1999-10-07,Rux Martin/Houghton Mifflin Harcourt,English,26,15.323550145019372
39346,Stake That,Blood Coven Vampire  #2,Mari Mancusi,['Mari Mancusi'],3.97,5449,191,0425212106,9780425212103,288,2006-12-05,Berkley,English,19,34.15538242399944
39347,Sk8er Boy,First Kiss Club #1,Mari Mancusi,['Mari Mancusi'],3.72,357,32,0843956046,9780843956047,181,2005-10-01,Leisure,English,20,21.875582709410608
39357,Bride & Groom,A Dog Lover's Mystery  #16,Susan Conant,"['Susan Conant', 'Maxwell Award']",3.78,263,19,0425200744,9780425200742,262,2005-01-04,Berkley,English,20,21.077087609893074
39358,Stud Rites,A Dog Lover's Mystery #9,Susan Conant,['Susan Conant'],3.81,322,16,0425201597,9780425201596,237,2005-03-01,Berkley Prime Crime,English,20,22.012855351478322
39359,The Dogfather,A Dog Lover's Mystery  #15,Susan Conant,['Susan Conant'],3.83,320,20,0425194590,9780425194591,272,2004-02-03,Berkley,English,21,22.104619501587962
39360,Steamed,A Gourmet Girl Mystery  #1,Jessica Conant-Park,"['Jessica Conant-Park', 'Susan Conant']",3.45,956,93,0425210383,9780425210383,320,2007-02-06,Berkley,English,18,23.680121700512693
39361,Paws Before Dying,A Dog Lover's Mystery  #4,Susan Conant,['Susan Conant'],3.9,427,20,0425144305,9780425144305,197,1960-01-01,Berkley,English,65,23.630580462769007
39363,A New Leash on Death,A Dog Lover's Mystery  #1,Susan Conant,['Susan Conant'],3.79,1097,71,0425146227,9780425146224,180,1994-04-01,Berkley Prime Crime,English,31,26.534720907643315
39365,Scratch the Surface,A Cat Lover's Mystery #1,Susan Conant,['Susan Conant'],3.34,23,2,0425206114,9780425206119,288,2006-07-05,Berkley,English,19,10.614699793362139
39382,Corvette,,Jerry Burton,['Jerry Burton'],4.83,6,1,0883631210,9780883631218,320,2006-10-01,Universe Publishing(Ny),English,19,9.398746019937162
39392,Lucifer's Shadow,,David Hewson,['David Hewson'],3.57,586,52,0385338058,9780385338059,369,2005-07-26,Delta,English,20,22.758838606786306
39397,The Deed,Deed  #1,Lynsay Sands,['Lynsay Sands'],3.94,3048,168,0843948108,9780843948103,313,2004-12-01,Leisure,English,21,31.608921651133723
39398,The Chase,Deed  #3,Lynsay Sands,['Lynsay Sands'],4.06,2098,68,0843953241,9780843953244,374,2004-12-01,Leisure,English,21,31.055818258471767
39399,Bliss,,Lynsay Sands,['Lynsay Sands'],3.97,1742,108,0843949090,9780843949094,394,2001-09-01,Leisure,English,24,29.629551290714485
39401,Sweet Revenge,,Lynsay Sands,['Lynsay Sands'],3.99,1786,90,0843946806,9780843946802,400,2004-02-01,Leisure,English,21,29.87829112548612
39402,The Reluctant Reformer,,Lynsay Sands,['Lynsay Sands'],3.91,1274,61,0843949740,9780843949742,371,2002-02-03,Leisure,English,23,27.959242699186778
39403,Love Is Blind,,Lynsay Sands,['Lynsay Sands'],3.99,3488,207,0843955007,9780843955002,342,2006-08-01,Leisure,English,19,32.54790806033523
39433,Korea's Place in the Sun: A Modern History,,Bruce Cumings,['Bruce Cumings'],3.77,647,67,0393327027,9780393327021,544,2005-09-17,W. W. Norton,English,20,24.406567925248076
39440,Mighty Love,,Howard Chaykin,['Howard Chaykin'],3.12,51,3,1563899310,9781563899317,96,2005-02-01,Dc Comics,English,20,12.327880401974054
39441,Challengers of the Unknown: Stolen Moments  Borrowed Time,,Howard Chaykin,"['Howard Chaykin', 'Michelle Madsen']",2.82,44,8,1401209416,9781401209414,144,2006-03-29,Dc Comics,English,19,10.7347882211523
39442,Black Kiss,,Howard Chaykin,['Howard Chaykin'],3.56,277,28,1560973803,9781560973805,136,2000-05-16,Eros Comix,English,25,20.034331164738667
39444,Son of Superman,,Howard Chaykin,"['Howard Chaykin', 'David Tischman', 'J.H. Williams III', 'Mick Gray', 'Lee Loughridge']",3.38,11,1,1563895951,9781563895951,95,2000-01-01,Dc Comics,English,25,8.398984476283442
39470,Castle Diary: The Journal of Tobias Burgess,,Richard Platt,"['Richard Platt', 'Chris Riddell']",3.82,1155,66,0763621641,9780763621643,128,2003-07-14,Candlewick,English,22,26.941394408067474
39473,Disaster!: Catastrophes That Shook the World,,Richard Bonson,"['Richard Bonson', 'Richard Platt']",4.06,16,2,0789420341,9780789420343,63,1997-09-01,Dk Publishing (Dorling Kindersley),English,28,11.502846176868237
39476,Stephen Biesty's Incredible Explosions,,Stephen Biesty,"['Stephen Biesty', 'Richard Platt']",4.41,30,2,0789410249,9780789410245,32,1996-07-01,Dk Publishing (Dorling Kindersley),English,29,15.143883571779496
39503,Hit Parade,John Keller  #3,Lawrence Block,['Lawrence Block'],3.86,104,12,0060840889,9780060840884,295,2006-07-03,William Morrow,English,19,17.964286951608038
39504,The Girl with the Long Green Heart,,Lawrence Block,['Lawrence Block'],3.75,1236,115,0843955856,9780843955859,251,2005-11-01,Hard Crime Case,English,20,26.70166639647183
39505,The Burglar Who Painted Like Mondrian,Bernie Rhodenbarr  #5,Lawrence Block,['Lawrence Block'],3.88,2063,103,0060731435,9780060731434,311,2005-07-26,Harpertorch,English,20,29.613716371213638
39506,The Burglar Who Liked to Quote Kipling,Bernie Rhodenbarr  #3,Lawrence Block,['Lawrence Block'],3.83,2473,138,0060731257,9780060731250,304,2005-03-01,Harpertorch,English,20,29.926055647807818
39508,Out on the Cutting Edge,Matthew Scudder  #7,Lawrence Block,['Lawrence Block'],4.07,2383,115,0752837494,9780752837499,244,2000-12-07,Orion,English,25,31.650497564713934
39509,Writing the Novel: From Plot to Print,,Lawrence Block,['Lawrence Block'],3.95,347,36,0898792088,9780898792089,197,2002-10-28,Writer'S Digest,English,23,23.116199795109175
39510,The Burglar Who Traded Ted Williams,Bernie Rhodenbarr  #6,Lawrence Block,['Lawrence Block'],3.89,2190,98,0060731443,9780060731441,384,2005-10-25,Harpertorch,English,20,29.922320891026366
39518,Gilda Joyce: Psychic Investigator,Gilda Joyce  #1,Jennifer Allison,['Jennifer Allison'],3.89,5227,400,0142406988,9780142406984,336,2006-11-23,Puffin,English,19,33.3053400507546
39526,Boeing Versus Airbus: The Inside Story of the Greatest International Competition in Business,,John Newhouse,['John Newhouse'],3.63,247,28,1400043360,9781400043361,254,2007-01-16,Alfred A. Knopf,English,18,20.013746348578884
39539,Feast: Food to Celebrate Life,,Nigella Lawson,['Nigella Lawson'],4.15,7285,86,1401301363,9781401301361,480,2004-10-27,Hachette,English,21,36.908896406909314
39542,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,,Nigella Lawson,['Nigella Lawson'],3.97,29553,254,0786886811,9780786886814,384,2005-09-01,Hachette,English,20,40.867078278530414
39543,Forever Summer,,Nigella Lawson,['Nigella Lawson'],4.0,4230,43,0701176156,9780701176150,279,2005-06-02,Chatto  Windus,English,20,33.40077460288027
39571,programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java,,Rick Decker,"['Rick Decker', 'Stuart Hirshfield']",4.0,1,0,0534371094,9780534371098,640,1999-12-24,Course Technology,English,26,2.772588722239781
39582,The Anglo-Saxons,,James Campbell,"['James Campbell', 'Eric John', 'Patrick Wormald']",4.04,550,28,0140143955,9780140143959,272,1991-03-28,Penguin,English,34,25.499408628977775
39622,The Untamed One,Wild Wulfs of London  #2,Ronda Thompson,['Ronda Thompson'],4.01,925,42,0312935749,9780312935740,320,2006-05-02,St. Martin'S Paperbacks,English,19,27.391805680931178
39623,The Cursed One,Wild Wulfs of London  #3,Ronda Thompson,['Ronda Thompson'],4.02,1006,46,0312935757,9780312935757,305,2006-11-28,St. Martin'S Paperbacks,English,19,27.797218188728618
39624,The Dark One,Wild Wulfs of London  #1,Ronda Thompson,['Ronda Thompson'],3.87,1734,98,0312935730,9780312935733,341,2005-11-01,St. Martin'S,English,20,28.865411619514315
39625,Call of the Moon,,Ronda Thompson,['Ronda Thompson'],3.74,126,8,0505525151,9780505525154,352,2009-01-01,Love Spell,English,16,18.11725970335513
39633,Fear,Fearless  #23,Francine Pascal,['Francine Pascal'],3.97,436,6,0743449320,9780743449328,208,2002-09-01,Simon & Schuster Childrens,English,23,24.137334784529493
39636,Twisted,Fearless  #4,Francine Pascal,['Francine Pascal'],3.94,1582,24,0671773453,9780671773458,240,2002-06-22,Simon & Schuster Childrens,English,23,29.026283615931188
39638,Killer,Fearless  #12,Francine Pascal,['Francine Pascal'],4.03,784,12,0743408667,9780743408660,222,2000-11-06,Simon & Schuster Childrens,English,25,26.86270538266311
39639,Alone,Fearless  #22,Francine Pascal,['Francine Pascal'],3.97,490,5,0743449312,9780743449311,224,2002-07-16,Simon & Schuster Childrens,English,23,24.599883187344247
39640,Tears,Fearless  #15,Francine Pascal,['Francine Pascal'],3.97,644,11,0743412494,9780743412490,214,2001-05-01,Simon Pulse,English,24,25.68292375767922
39660,The Shawshank Redemption,,Mark Kermode,"['Mark Kermode', 'Rob White']",4.43,725,42,0851709680,9780851709680,96,2003-08-26,British Film Institute,English,22,29.182846565673845
39661,The Shawshank Redemption: The Shooting Script,,Frank Darabont,"['Frank Darabont', 'Stephen King']",4.64,2406,29,1557042462,9781557042460,184,2004-09-30,Newmarket,English,21,36.12767307131345
39662,Different Seasons,,Stephen King,['Stephen King'],4.35,127648,2080,0751514624,9780751514629,560,1995-02-16,Warner,English,30,51.143122210923586
39671,The Real Frank Zappa Book,,Frank Zappa,"['Frank Zappa', 'Peter Occhiogrosso']",4.13,4934,223,0330316257,9780330316255,352,1990-08-03,Picador Usa,English,35,35.12196584121311
39685,Homegrown Democrat: A Few Plain Thoughts from the Heart of America,,Garrison Keillor,['Garrison Keillor'],3.96,1182,134,0143037684,9780143037682,288,2006-08-29,Penguin,English,19,28.02020310135441
39690,Good Poems for Hard Times,,Garrison Keillor,"['Garrison Keillor', 'Charles Bukowski', 'Robert Burns', 'Hayden Carruth', 'Raymond Carver', 'Billy Collins', 'Noël Coward', 'Carl Dennis', 'E.E. Cummings', 'Emily Dickinson', 'Stephen Dobyns', 'Fleur Adcock', 'John Donne', 'Rita Dove', 'Stephen Dunn', 'Lawrence Ferlinghetti', 'Robert Frost', 'Erica Funkhouser', 'Donald Hall', 'Patricia Hampl', 'Thomas Hardy', 'Jim Harrison', 'W.H. Auden', 'Jennifer Michael Hecht', 'David Ignatow', 'John Keats', 'X.J. Kennedy', 'Jane Kenyon', 'Galway Kinnell', 'Maxine Kumin', 'Kate Light', 'Henry Wadsworth Longfellow', 'Louis MacNeice', 'Hilaire Belloc', 'Herman Melville', 'W.S. Merwin', 'Edna St. Vincent Millay', 'Howard Nemerov', 'Sharon Olds', 'Mary Oliver', 'Grace Paley', 'Lawrence Raab', 'Kenneth Rexroth', 'Wendell Berry', 'Carl Sandburg', 'John Berryman', 'Elizabeth Bishop', 'William Blake', 'Philip   Booth', 'Virginia Hamilton Adair', 'Liesl Mueller']",4.14,2662,214,0143037676,9780143037675,344,2006-08-29,Penguin,English,19,32.653043545269675
39692,Good Poems,,Garrison Keillor,['Garrison Keillor'],4.18,6060,389,0142003441,9780142003442,476,2003-08-26,Penguin,English,22,36.40625374255637
39707,Hell No  We Won't Go! Resisting the Draft During the Vietnam War,,Sherry Gershon Gottlieb,['Sherry Gershon Gottlieb'],4.5,8,1,0670839353,9780670839353,274,1991-07-01,Viking,English,34,9.887510598012987
39724,Marsha Is Only a Flower,Marsha  #2,Barbara Bottner,['Barbara Bottner'],3.82,20,1,0307263304,9780307263308,48,2000-04-01,Random House Books For Young Readers,English,25,11.630075712103475
